country_code,Name,nd_gain_score,co2_emissions_per_capita,coal_electricity_pct,ghg_emissions_per_capita,renewable_electricity_pct,renewable_final_energy_pct,building_energy_codes,carbon_tax_electricity,carbon_tax_industry,carbon_tax_transport,climate_governance,coal_phaseout,congestion_charge,energy_efficiency_mandate,ets_electricity,ets_industry,feed_in_tariff_solar,fossil_extraction_ban,fossil_fuel_subsidy_reform,fossil_heating_phaseout,ice_vehicle_phaseout,ndc,net_zero_target,rdd_renewables,renewables_expansion,log_gdp_pc,log_energy_pc,policy_score_norm
NOR,Norway,74.12812847149897,9.261270834369672,0.1030698863163798,12.441007322035428,1.5451180682010477,57.838095238095235,5.238095238095238,0.0,0.0,9.238095238095235,0.0,0.0,5.476190476190476,3.0,4.166666666666667,4.190476190476191,0.0,0.0,6.636363636363637,1.886904761904762,0.8809523809523809,7.5,2.761904761904762,7.666666666666667,6.909090909090909,11.204306774065305,8.665616983229617,
NZL,New Zealand,71.43141995838485,8.040233154745195,6.552743379466587,19.71260871595825,17.46827914642693,27.919047619047618,10.0,0.0,0.0,0.0,0.6857143052380953,0.9047619047619048,0.0,1.4545454545454546,3.642857142857143,3.642857142857143,0.0,0.7142857142857143,8.545454545454545,0.0,0.0,7.5,1.3333333333333333,6.238095238095238,4.818181818181818,10.5009201728328,8.344004110149978,
PER,Peru,46.62221798727508,1.4426865664722408,1.7380167745687385,2.4613241272206765,1.916446787971962,33.22857142857143,1.7857142857142858,0.0,0.0,0.0,0.0,0.1547619047619047,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,,0.0,0.0,7.3666668,0.6309523809523809,,4.0,8.523307417484459,6.440347923095248,
PHL,Philippines,41.65789077745307,0.9789960900537444,38.221202889423125,1.733330709736381,16.77294675153643,31.504761904761907,,,,,,,,,,,,,,,,,,,,7.821832069786896,6.1481784887844455,
POL,Poland,59.66920446602326,8.327283352396892,86.16451126304946,10.623007295663772,6.425323486086523,9.985714285714286,6.666666666666667,0.0,0.0,1.0952380952380951,0.0,0.0,0.0,1.9090909090909092,4.5476190476190474,4.571428571428571,0.0,0.0,4.090909090909091,0.0,0.0,7.5,0.0,5.076923076923077,0.7272727272727273,9.295173567832038,7.8400633860826945,
PRT,Portugal,59.08368987328456,5.3779334707281,24.451279736129035,6.992491427521474,19.426523467101628,24.83809523809524,10.0,2.2857142857142856,0.0,1.1428571428571428,0.0,0.9761904761904762,0.0,8.0,4.5476190476190474,4.571428571428571,3.952380952380953,0.0,10.0,0.0,0.0,7.5,1.3571428571428572,2.9047619047619047,5.7272727272727275,9.879177922084105,7.719115531359802,
RUS,Russian Federation,59.388005106844254,12.173556898163527,16.883486382251018,15.378250920841248,0.1774943400037126,3.4095238095238094,7.619047619047619,0.0,0.0,0.0,0.0,0.0,0.0,6.545454545454546,0.0,0.0,0.0,0.0,,0.0,0.0,1.5,0.0,,2.0,9.028479094282192,8.468509889214616,
SAU,Saudi Arabia,49.50696298432988,18.46950792910214,0.0,23.49971153445856,0.0133509924843352,0.0047619047619047,1.4285714285714286,0.0,0.0,0.0,0.0,4.25,0.0,1.7272727272727273,0.0,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,,0.0909090909090909,10.014067788737034,8.882168971755101,
SGP,Singapore,66.71290288891835,9.887654328101847,0.4251079777020664,11.883475890259072,3.8099171045583273,0.5952380952380952,,,,,,,,,,,,,,,,,,,,10.783680721064895,8.56920354246849,
SVK,Slovakia,56.33780205082658,7.148664641070349,15.306880558331326,8.835554931665909,3.870111174707603,9.80952380952381,0.0,0.0,0.0,0.0,0.0,0.4285714285714285,0.0,6.545454545454546,4.5476190476190474,4.571428571428571,2.5714285714285716,0.0,9.545454545454543,0.0952380952380952,0.0,7.5,0.6785714285714286,5.222222222222222,3.1818181818181817,9.54861316934743,8.101142696985281,
