country_code,Name,year,nd_gain_score,co2_emissions_per_capita,coal_electricity_pct,energy_use_per_capita,gdp_constant_usd,gdp_per_capita_constant,ghg_emissions_per_capita,renewable_electricity_pct,renewable_final_energy_pct,LEV2_CROSS_SEC_CG,LEV3_BAN_PHOUT_COAL,LEV3_CARBONTAX_I,LEV3_NZ,LEV4_BAN_COAL_STAT,LEV4_BAN_EXTRAC_DATE,LEV4_CARBONTAX_T,LEV4_EE_MANDATE,LEV4_ETS_E_GHG,LEV4_FIT_SOL_PR,LEV4_NZ_DATE,LEV4_RENEWABLE_EXP
ARG,Argentina,2000,48.6497515003662,3.67485781688948,1.7619165336989,1643.32131961789,395646066535.875,10631.6503639029,7.75099220766043,-7.47880756006023,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,Argentina,2001,47.2682480515612,3.49042420795313,1.21791601038223,1518.56737304195,378202665751.853,10051.9448463043,7.58809376522017,-9.75152516804579,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,Argentina,2002,46.2784953230811,3.26103662726385,0.848649606997222,1484.25701881625,336999433710.193,8861.56199282278,7.48215016775596,-9.79444477276757,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,Argentina,2003,46.8410873173516,3.51848864736106,0.804769972631305,1590.61721067918,366780211148.674,9545.53194119994,7.96109866151825,-8.06667318302272,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,Argentina,2004,46.762317137307,3.85579719412006,1.51178212786326,1740.90890259945,399898899166.738,10302.4465316428,8.3639221601778,-6.53791920541689,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,Argentina,2005,48.1319645987538,3.91742679391727,1.91549508835292,1712.4320350003,435296589745.339,11099.7509190602,8.39907112231958,-6.77995442899148,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,Argentina,2006,46.9795441490034,4.1027920897206,1.822044356687,1784.01669776279,470325565798.353,11870.2791559298,8.64874325865745,-7.31189838158034,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,Argentina,2007,47.5480701614747,4.32534235715168,1.93491567220045,1845.91422802344,512690850741.56,12811.9021206578,8.85536643731028,-5.62458936985336,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ARG,Argentina,2008,47.1504951687258,4.43359004127929,2.25052695465319,1889.40923801554,533491913656.279,13197.3570267029,8.83174829065043,-4.89543743387437,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ARG,Argentina,2009,47.0054187745824,4.03429401041948,1.94608820740838,1722.74402909882,501917060966.235,12285.3784651865,8.1618768659207,-5.45778435282963,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ARG,Argentina,2010,47.4407593833504,4.2945461050427,2.0354719676229,1826.05112368849,552738161802.463,13387.1553748458,8.1695608972277,-4.99743681307781,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
ARG,Argentina,2011,47.5082078729592,4.42921822947444,2.42923107809677,1865.25736115683,585924294024.785,14040.6189124444,8.23915797162086,-4.40720121075471,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
ARG,Argentina,2012,47.2329514979374,4.47886128746974,2.23213629481545,1897.60983922809,579910247223.428,13754.4254235596,8.33280026685818,-3.02127034059004,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
ARG,Argentina,2013,46.7881823985214,4.53658672333476,1.90582718492547,1928.54922885127,593858966307.156,13946.0950832252,8.45474268686482,-3.51280231165795,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
ARG,Argentina,2014,46.3485352398698,4.41674615124171,2.19446368779587,1911.61727736839,578937574935.696,13456.1319159151,8.36305564854614,-4.22381942039026,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
ARG,Argentina,2015,46.5070027657743,4.51258701954955,2.0131044297923,1919.75859208058,594749285413.212,13679.6264980954,8.419180232533,-3.80281477101625,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARG,Argentina,2016,48.2492613940544,4.4223010437306,1.60915636462437,1889.87018853289,582376550428.09,13265.8860639123,8.40956874271033,-2.9382760494498,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ARG,Argentina,2017,48.3741501669285,4.32102910494897,1.545549421878,1874.82963739464,598790850843.677,13520.1129846159,8.41512095560571,-3.09416110516053,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
ARG,Argentina,2018,49.5483466360883,4.25075806940885,1.56130790190736,1806.77623499039,583118120294.002,13058.3285449954,8.34198822874507,-2.69236376021798,10.5,0.0,0.0,7.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0
ARG,Argentina,2019,49.5190400565012,4.07504069344001,0.920783920318154,1777.41507710553,571450737224.442,12706.3978108968,8.21822379040619,1.5032854430153,10.7,0.0,0.0,6.0,4.25,0.0,0.0,4.0,4.0,0.0,0.0,5.0,1.0
ARG,Argentina,2020,49.8621251462768,3.72002854932287,1.2996947212506,1623.92450833523,514874343768.066,11393.0505957877,7.83675372380909,6.17318136617456,9.8,0.0,0.0,6.0,4.25,0.0,0.0,3.0,4.0,0.0,10.0,5.0,1.0
AUS,Australia,2000,63.9155978123247,18.5978917642845,82.8853984321486,5681.22885913159,874926744105.928,45979.0765654048,28.6780113640365,0.58513775782023,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,Australia,2001,64.2391489873744,18.6995326153179,83.1517795534979,5486.39455905443,892700520464.398,46314.6235297968,28.807035709659,0.711865915818995,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,Australia,2002,64.3578215351782,18.9093269577501,77.0486256069961,5480.23464289818,927960453450.18,47599.4079289312,28.9790312594735,0.87763397859858,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,Australia,2003,64.6228813069788,18.6676694689453,77.4132480684052,5615.57675632995,956646310281.468,48509.6632180363,28.082550870183,1.06208277098939,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,Australia,2004,65.1106523101002,19.1634087908315,77.5812707390318,5652.13037917952,997006658239.536,50018.5904483861,28.8794375399406,1.1264085031125,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,Australia,2005,65.3356876608867,19.0378039300894,79.4226984474087,5624.49561264785,1028467016034.95,50972.640519744,28.6084533339307,2.09669801005904,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,Australia,2006,67.5222767082043,19.0793285754815,79.5863935059915,5775.11675226564,1056965077770.63,51682.8925230537,28.5770755278748,2.45501009320105,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,Australia,2007,67.8723269142686,19.2389222350972,76.9971664397899,5853.76413229662,1097018464974.4,52671.325846724,28.4350897092333,2.74472871436973,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUS,Australia,2008,68.2948481157004,19.02811960112,75.7886860098429,5951.19291532561,1136774249983.46,53497.275355342,27.7856450024304,3.21394945337779,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
AUS,Australia,2009,67.859959320438,18.9151698120932,74.8797156696029,5843.93312947132,1158996461663.32,53430.5274781651,27.5512290372707,2.74014555008422,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
AUS,Australia,2010,68.2223365593582,18.8509537372201,71.324818630497,5762.9435664152,1184610839239.74,53768.349733441,27.1768016612389,3.25297533058129,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0
AUS,Australia,2011,68.400032072389,18.480821685778,68.0198986946897,5698.65597309349,1212979128949.21,54296.2321324814,27.3381532625032,3.77295321522258,8.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,6.0
AUS,Australia,2012,68.5167260559595,18.1834489375025,68.6119521912351,5533.72233837943,1260921781880.75,55465.4462872577,27.0460794251998,4.91593625498008,8.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,9.0,0.0,6.0
AUS,Australia,2013,69.0892084361729,17.5432435542019,63.7968006605502,5533.38146350965,1294392358274.42,55966.1509270561,26.15537988395,5.84715157782507,9.2,8.3999996,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,9.0,0.0,6.0
AUS,Australia,2014,69.1619319791346,16.8873574131124,61.392428066633,5407.4382264583,1328061960035.21,56571.8062524437,25.4390989894821,7.17778899545684,9.3,8.3999996,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,6.0
AUS,Australia,2015,68.9435351867462,16.8219551608068,63.1332652712618,5318.66679266228,1356805839935.9,56970.3613028094,25.2246525916721,7.98431659191756,9.4,7.5999999,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,6.0
AUS,Australia,2016,68.8474200823646,16.8911897350521,63.6138825930166,5216.98867184459,1394194533274.64,57632.9995925594,24.6360378302475,8.61820532591848,9.6,7.4000001,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,6.0
AUS,Australia,2017,68.1700782606623,16.7209445382487,62.722407171287,5162.45894302308,1426167740135.16,57991.771347333,24.9238713713254,9.36755170930399,9.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,6.0
AUS,Australia,2018,69.0073465571404,16.3939979308791,60.4123253248345,5086.37378454852,1467158231105.1,58772.7063152213,24.3584230872429,10.9604835744055,9.8,6.5999999,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,7.0
AUS,Australia,2019,68.9924876922804,16.1007065925773,58.4427291251619,5231.57466031316,1499347932643.95,59181.2997904131,23.8862504917144,13.656230825752,10.3,6.4000001,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,7.0
AUS,Australia,2020,68.3406404821835,15.3043785143331,54.8771014186697,5159.03638381788,1497345824797.34,58377.7670517802,22.5951029831362,16.8875246061136,11.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,9.0
AUT,Austria,2000,65.7617174318249,8.32478943567338,11.0011917005403,3570.94853169443,309014800203.266,38571.0858780001,10.445074034215,2.609220170756,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AUT,Austria,2001,66.1872916450001,8.87460827403329,12.8632964499031,3758.79316326234,313084486481.847,38929.753800545,11.0137618711479,2.84616246857436,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AUT,Austria,2002,66.4826978133365,9.05961266559572,12.5074001184019,3771.71949185232,317731814841.85,39313.7225107545,11.1808192001022,2.6683626938031,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AUT,Austria,2003,66.3376334728793,9.625074325029,15.8074916076711,3956.93894640762,321358930178.288,39569.2885567329,11.7163211422432,3.48703759098614,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
AUT,Austria,2004,66.6506380295047,9.7416827235943,14.1990896620526,3974.50636807099,329602607297.434,40333.3307183894,11.7394394445596,4.69226212744731,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
AUT,Austria,2005,67.106129516352,9.77338007389313,12.6990064639694,4084.35261902051,337250591306.488,40989.0131778975,11.7195799766864,5.67157948288245,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
AUT,Austria,2006,68.6045425538752,9.4660900140664,13.5235386850484,4105.07525027388,348276446349.075,42120.1557002022,11.366873951838,7.7477357732373,26.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
AUT,Austria,2007,69.239022147705,9.09435455688135,12.2533956118247,4010.09514877294,361424664731.668,43568.8302243941,10.9703987240291,9.40913281298015,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0
AUT,Austria,2008,69.0721857397887,9.04182372977167,10.3977502206399,4027.90556617748,366677269701.416,44063.8642019916,10.8871770172094,9.27698912506918,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
AUT,Austria,2009,68.2180549677623,8.15744518101481,7.28501744177631,3819.49986886808,353527252121.64,42372.4758254763,9.94771507707421,9.09275261626645,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0
AUT,Austria,2010,68.6302214439074,8.82413428790478,9.42385558429873,4065.04189639106,359922497999.326,43035.4073531933,10.6560677924921,9.32875941963784,31.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0
AUT,Austria,2011,68.596164782765,8.6022725227944,11.1452144713051,3927.58256477323,370459113959.145,44146.1956805294,10.4067820806962,10.1365535684439,31.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,1.0
AUT,Austria,2012,69.0402394644267,8.18751763791919,8.57540322025261,3899.1648418957,372786509411.403,44221.4599530893,9.96174254515811,10.304023249728,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,0.0,1.0
AUT,Austria,2013,69.7099853346137,8.2087562440867,8.96044238984142,3924.82135403554,371851835129.742,43851.3675497404,9.96368674204639,12.3982240037451,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,0.0,1.0
AUT,Austria,2014,70.2485334022015,7.71395434498633,7.4391026620618,3750.34480080041,374662287024.534,43838.8345892137,9.4567322025902,14.0280418105688,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,5.0
AUT,Austria,2015,70.2218181830716,7.79423187131705,7.74897012205394,3795.51037374619,379546097300.633,43915.228020857,9.51805680146908,15.9661097413437,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,5.0
AUT,Austria,2016,69.4570849154736,7.75747687791272,5.81044679978919,3797.16802222945,387581921834.297,44362.6702805116,9.46594285143947,16.2666012765708,34.6,0.0,1.5,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,5.0
AUT,Austria,2017,69.6195450783891,7.96641934826064,5.48763389602378,3839.94805232106,396388751744.592,45056.6385912412,9.64558833659219,17.892616790982,34.0,0.0,5.25,0.0,0.0,5.0,0.0,0.0,8.0,8.0,0.0,0.0,6.0
AUT,Austria,2018,69.6601992950777,7.60710822359904,5.27420318579944,3717.62532112148,406235924915.185,45951.5819164034,9.2520112785208,18.094276928458,34.1,0.0,5.75,0.0,0.0,5.0,0.0,0.0,8.0,8.0,0.0,0.0,7.0
AUT,Austria,2019,69.3928079217631,7.74519365039325,4.59762373036614,3765.98011899602,413365268699.049,46550.5622459492,9.36204380219642,18.6002370881267,34.0,0.0,5.75,0.0,6.75,5.0,0.0,0.0,8.0,8.0,0.0,5.0,7.0
AUT,Austria,2020,69.3931448320772,7.05586627765098,3.24705752639268,3546.50449865153,387247796560.501,43428.6983137234,8.63226129724531,18.5045480856694,35.8,0.0,7.5,0.0,8.25,5.0,0.0,0.0,8.0,8.0,0.0,8.0,7.0
BEL,Belgium,2000,59.3733641592506,12.1836556517498,19.0806075322573,5662.98174716427,367797580320.048,35878.3153586195,14.8183489818315,0.69513878969671,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,Belgium,2001,59.5497905632729,12.225212096938,15.9907793688378,5606.17298271092,371841895842.954,36148.2880924306,14.7919374485373,0.794277195224314,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,Belgium,2002,60.0466018427062,11.4676730426502,15.426043938637,5397.64817804299,378188843981.109,36600.862592332,13.9869938259627,0.947982794965212,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,Belgium,2003,59.6152230591999,11.8899015654483,13.7161762968215,5609.48271408916,382114274683.528,36826.2699296094,14.2928680655886,1.1166253101737,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,Belgium,2004,59.8718323515479,11.7049703885478,13.6337727110794,5615.40613034968,395760365336.901,37976.6972967442,14.1174326755324,1.40020187626173,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,Belgium,2005,59.6279650889275,11.3572144110239,12.2473037956954,5549.63760862596,404948883847.345,38645.2605193362,13.7342074817698,2.12234464727578,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
BEL,Belgium,2006,60.8699142600003,11.0047176903814,10.8952912386064,5445.56547084695,415284559725.448,39371.0858277448,13.3171652750229,3.06574296286663,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
BEL,Belgium,2007,61.116491739164,10.6264716677489,9.45381489637012,5302.04532963844,430554259966.472,40520.0843207009,12.977497953076,3.51514154048716,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
BEL,Belgium,2008,61.5272269659783,10.6675992553856,8.57237644995794,5425.00683224834,432478429044.827,40380.9075004042,13.0332261341835,4.7476391900378,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
BEL,Belgium,2009,61.9449296230321,9.93765290266015,6.75235515392124,5161.34227289199,424233482718.834,39293.637546825,12.2310272419016,5.60522246471382,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
BEL,Belgium,2010,61.5192854104404,10.5458393885377,6.29432717817544,5510.36842215322,435731531598.616,39991.5646206286,12.8946712916588,6.67875149298693,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0
BEL,Belgium,2011,61.8709469622767,9.46659728377578,6.00968699317056,5063.16739563614,444146182962.729,40236.9596308558,11.7686078173162,8.97889382923089,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0
BEL,Belgium,2012,62.2802208242903,9.27476642514783,6.58037326911499,4822.68880223172,445104666468.521,40074.492800399,11.5296375272668,12.2391330523781,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,1.0
BEL,Belgium,2013,62.6366792808203,9.35170659157785,6.17896111051226,5000.34617077523,446464436962.24,40007.8997891411,11.5804988562564,13.5956307714419,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0
BEL,Belgium,2014,63.3578773295255,8.72331187181937,5.87359569922117,4701.25771608477,454346946885.841,40533.9135027898,10.9297329828905,16.4409676752361,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0
BEL,Belgium,2015,63.302717189275,9.08415110044211,5.89627716806542,4661.66376202285,461044767544.531,40893.804537772,11.2817268743598,20.2893623126031,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0
BEL,Belgium,2016,62.9899541548264,8.94429666461985,3.08272784617901,4904.15770755315,466547349432.055,41172.8862831209,11.1286209268351,16.2257318412261,9.2,0.0,3.75,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0
BEL,Belgium,2017,62.6438642510999,8.77081443615992,2.79961671226867,4863.63280171736,473426439010.72,41619.328629169,10.9080331016061,17.9413292695598,9.7,0.0,7.5,0.0,0.0,5.0,0.0,0.0,8.0,8.0,0.0,0.0,1.0
BEL,Belgium,2018,62.1352603945453,8.79128601300038,3.12370900465092,4660.20692893781,482317238282.145,42208.3625650272,10.912410145257,22.5176241687656,10.7,0.0,7.5,0.0,0.0,5.0,0.0,0.0,8.0,8.0,0.0,0.0,2.0
BEL,Belgium,2019,62.565842375769,8.73127988733552,2.68570330186664,4775.95747475268,494099718080.569,43006.4042308863,10.8271230344208,20.4847080432275,10.2,0.0,7.5,0.0,0.0,5.0,0.0,0.0,8.0,8.0,0.0,0.0,7.0
BEL,Belgium,2020,62.9282559396316,7.96694296814415,2.0983086089902,4386.43050829817,470417598101.755,40769.0218072962,10.0247915605735,25.9354074206567,12.3,0.0,7.5,0.0,0.0,5.0,0.0,0.0,8.0,8.0,0.0,0.0,7.0
BRA,Brazil,2000,48.1544027886973,2.00787868943563,3.15439511621908,1081.36193393467,1186418964121.03,6817.78345634413,5.00139462358328,2.25176693130034,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2001,48.4405694954911,1.9928207750233,3.39809076186881,1086.99299318566,1202908958645.15,6823.0331851176,5.00337198493195,2.74739427959136,41.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2002,48.8263374481221,1.96879630651915,2.66264743064937,1103.40127916211,1239639324869.85,6944.62257593723,5.06727364492225,2.97605237349966,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2003,48.8186428905412,1.91839410561756,2.49575258207329,1107.9739157885,1253781489768.13,6941.43965883253,5.17332462685972,3.2814109936076,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2004,48.6565383433523,1.99978275095698,2.73116997416461,1157.16905577095,1325998860202.27,7258.78101654079,5.38342920580059,3.23548146484864,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2005,49.1934915201869,1.99935674253319,2.66529043527453,1173.71585743449,1368459094848.72,7409.56827992249,5.41802582073222,3.40809561499927,46.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2006,50.8075635444697,2.00204169117872,2.50395266814042,1202.05933940304,1422677289673.84,7622.03919432148,5.38206473778154,3.59689700646497,46.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2007,51.021839134273,2.08496718576573,2.26846412533388,1259.91135986965,1509031960316.93,8003.2532101272,5.43196816671362,4.20677888427868,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2008,51.486276072071,2.16839391882541,2.60782996844949,1317.23578420454,1585904997750.07,8330.76364001877,5.55561112065348,4.52842893145052,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2009,52.3214851474296,2.00746250710986,2.09859671630328,1262.10043812649,1583909738906.86,8246.09612122851,5.37383414888522,5.17332194859275,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2010,53.1772198134835,2.27112813109879,2.19850963617361,1384.36896688389,1703150040806.99,8792.63334959864,5.73059393745119,6.61611981858126,46.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2011,53.3194170758108,2.37418967936326,2.32794302660802,1390.00783643031,1770840429106.43,9067.99212019529,5.8716801693265,6.64466288172981,45.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2012,53.2525007761641,2.52901988702936,2.54145086630908,1433.15306444735,1804861390164.77,9167.49818450433,5.99366166878418,7.38916294503449,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2013,53.2643886766343,2.63744450973958,3.75518097954236,1487.45745839708,1859094274383.73,9366.73824670239,6.12632769489827,8.33081189409254,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2014,49.0347196932434,2.7310345760982,4.42125529973703,1522.42189026812,1868463286696.58,9338.34170840985,6.24039037144425,9.94644414479687,41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2015,48.7908505220059,2.56818858918394,4.58447641180492,1482.02057858653,1802211999456.42,8936.1955889444,6.11488755115816,12.2029459455312,43.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2016,49.0402334126452,2.37533549789759,4.32743314373327,1414.8979311951,1743173031878.48,8577.84277969667,5.94586563282444,14.5316279595064,45.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2017,48.7896296674684,2.41694955353585,3.76477146416734,1431.95949698072,1766232928473.27,8628.25209645723,5.95612301493021,16.1410907796512,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2018,48.7204887907916,2.28562350357953,3.36411381366693,1403.40232453429,1797736638146.82,8722.33529970988,5.80242245808118,17.5136091224846,46.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2019,48.9180375865999,2.25869881785082,3.36618054063618,1415.83477031974,1819683008336.22,8771.43950372603,5.78584919281396,18.5776469435984,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRA,Brazil,2020,49.1665523498819,2.1466461829,2.7894408712967,1379.24649914162,1760056385298.89,8435.01046209185,5.73183731329906,20.1348423255784,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,Canada,2000,65.8782746564706,17.6990281801997,19.3918964604528,8224.74786425172,1163199675162.51,37906.8601321366,23.6067057879998,1.47762860398729,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,Canada,2001,65.9072522824372,17.2263337035681,19.962476484304,8017.16666642228,1185010810251.65,38200.456120621,23.0637743543819,1.59271745774795,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,Canada,2002,65.940097568925,17.6683722055528,19.5765938783376,7943.44588697183,1220552310378.31,38921.6673033743,23.5248100565324,1.64338591991069,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
