country_code,Name,year,nd_gain_score,co2_emissions_per_capita,coal_electricity_pct,ghg_emissions_per_capita,renewable_electricity_pct,renewable_final_energy_pct,building_energy_codes,carbon_tax_electricity,carbon_tax_industry,carbon_tax_transport,climate_governance,coal_phaseout,congestion_charge,energy_efficiency_mandate,ets_electricity,ets_industry,feed_in_tariff_solar,fossil_extraction_ban,fossil_fuel_subsidy_reform,fossil_heating_phaseout,ice_vehicle_phaseout,ndc,net_zero_target,rdd_renewables,renewables_expansion,log_gdp_pc,log_energy_pc
SVN,Slovenia,2005,0.16502276881673877,0.33655368764065713,0.5822222713214371,0.38159608780594106,-0.9850040823446419,0.22044861108623592,-1.132820109994337,3.1439460416649414,3.4163947687630145,2.028741441092224,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,1.0208498893811362,1.0150699137267583,-0.7473668006398786,-0.06379009321094964,-0.9037525453476021,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.12679535142083387,0.3064503947542373
SVN,Slovenia,2006,0.14963419753084167,0.36300709950854315,0.611742750788062,0.38201952635758524,-0.9919941375484024,0.13989802427540723,-1.132820109994337,3.1439444926688234,3.4163947687630145,2.01406484847592,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,1.1945128144226356,1.1920049372467338,-0.7473668006398786,-0.06379009321094964,-0.9037525453476021,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.06727090582594665,0.2940334208578223
SVN,Slovenia,2007,0.21469165349544553,0.3515781796899679,0.6244189132765514,0.36493770910602097,-0.9851556187247877,0.20726889751279184,-1.132820109994337,3.1439460416649414,3.4163953567713046,2.028741441092224,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,0.6095253451116492,0.5982544735001376,-0.7473668006398786,-0.06379009321094964,-0.9037525453476021,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,0.0033123852217901814,0.3035002714564791
SVN,Slovenia,2008,0.16666112135338643,0.4471310077869181,0.5150409865082584,0.41310278439423903,-0.555136764322253,0.15357444237462267,-1.132820109994337,3.1439467819682276,3.4163955892651137,2.0367311770501053,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,1.1945128144226356,1.1920049372467338,-0.7473668006398786,-0.06379009321094964,-0.9037525453476021,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,0.038905025330867246,0.38559872702437964
SVN,Slovenia,2009,0.32203151534074614,0.22099120101986758,0.48109925423228694,0.2029376577800866,-0.7839878349334165,0.28496625932586295,-1.132820109994337,3.1439460416649414,3.4163947687630145,2.028741441092224,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,0.9534405510754725,0.9465457685664265,1.4030188507247185,-0.06379009321094964,-0.9037525453476021,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.0595588638704097,0.19646812760265459
SVN,Slovenia,2010,0.4695987833753849,0.24212022345046305,0.5066135349659152,0.2062910242639459,-0.6865384341722705,0.3164022495555525,-1.132820109994337,3.1439460416649414,3.4163953567713046,2.028741441092224,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,0.9534405510754725,0.9465457685664265,1.2620153077300236,-0.06379009321094964,1.0701023539296204,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.05213582537552134,0.2303471881573088
SVN,Slovenia,2011,0.5395374176934907,0.1207276475793113,0.5317372250412763,0.1148804849064081,-0.48427504852512754,0.25298941801191743,-1.132820109994337,3.1439460416649414,3.4163953567713046,2.028741441092224,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,1.0830456517924232,1.078370841780512,1.3443550434021994,-0.06379009321094964,1.0701023539296204,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.047191954192126746,0.22637764194302173
SVN,Slovenia,2012,0.5532825202281324,0.05395828551954374,0.5217247948711657,0.05060704823082093,-0.2777850893280027,0.32262647471432054,-1.132820109994337,3.1439467819682276,3.4163953567713046,2.0367311770501053,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,0.8799254537223988,0.871912274118714,1.3443550434021994,-0.06379009321094964,1.0701023539296204,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.08223580196873036,0.1575749915826453
SVN,Slovenia,2013,0.5580963108247989,0.050892674882041106,0.45124430288052597,0.044113619856038476,-0.21561209628733768,0.46041087516837337,-1.132820109994337,3.1439460416649414,3.4163953567713046,2.028741441092224,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,0.8799254537223988,0.871912274118714,1.3443550434021994,-0.06379009321094964,1.1443273453634524,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.09283032214097416,0.11370376517035091
SVN,Slovenia,2014,0.6400824073981382,-0.11217688523511325,0.1588103092867351,-0.11548210727928965,-0.21901492578493786,0.4833940514710684,-1.132820109994337,3.1439467819682276,3.4163955892651137,2.0367311770501053,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,0.9534405510754725,0.9465457685664265,1.2620153077300236,-0.06379009321094964,1.1443273453634524,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.06386726288446583,0.06691477987271462
SVN,Slovenia,2015,0.573701396353699,-0.09327899329005786,0.4135174617059292,-0.09622383688040094,-0.08211393148558857,0.3957561550914206,-1.132820109994337,3.1439460416649414,3.4163953567713046,2.028741441092224,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,1.0208498893811362,1.0150699137267583,1.2620153077300236,-0.06379009321094964,1.1443273453634524,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.038467494917738744,0.046989984437302394
SVN,Slovenia,2016,0.5513382339415908,-0.009710368742151239,0.453747708920943,-0.010445766785172766,-0.13456200172506552,0.3716923207115706,-1.132820109994337,3.1439467819682276,3.4163955892651137,2.0367311770501053,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,0.7991681105062187,0.7900421360506947,1.2620153077300236,-0.06379009321094964,1.0701023539296204,-0.2334248901073459,-0.22609336757768847,1.9208436191819644,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,-0.005915137151513847,0.09570972990473457
SVN,Slovenia,2017,0.48848323914236036,0.026490509304396666,0.4291068380672,0.01722545341178478,-0.09473344999617973,0.29129601247228576,-1.132820109994337,3.1439467819682276,3.4163955892651137,2.0367311770501053,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,0.8799254537223988,0.9465457685664265,1.2620153077300236,-0.06379009321094964,1.0701023539296204,-0.2334248901073459,4.422951637675407,1.9208436191819644,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,0.050214070701894195,0.13987101917602193
SVN,Slovenia,2018,0.45717256188769145,0.032155215176675175,0.39082471766048255,0.0042603852084162,-0.15961802827941324,0.3473190347369085,-1.132820109994337,3.1439467819682276,3.4163955892651137,2.0367311770501053,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,1.1407405956954375,1.1371573403503592,-0.7473668006398786,-0.06379009321094964,1.1443273453634524,-0.2334248901073459,4.422951637675407,1.9208436191819644,-0.3282439722903227,-1.0739737351119736,-0.8022263902469912,0.09491732981695773,0.11668880235550494
SVN,Slovenia,2019,0.45589519045474675,-0.05137865454654736,0.37596930503780085,-0.07315279642116217,-0.10926661253139873,0.3656283856975357,-1.132820109994337,3.1439467819682276,3.4163955892651137,2.0367311770501053,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,1.1945128144226356,1.1920049372467338,-0.7473668006398786,-0.06379009321094964,1.26389841680295,-0.2334248901073459,4.422951637675407,1.9208436191819644,3.046605456091981,-1.0739737351119736,-0.8022263902469912,0.12649371437598583,0.08166739594811503
SVN,Slovenia,2020,0.41432586144699485,-0.21548681540184675,0.29538738590182295,-0.2165748588297958,-0.05147387846829555,0.4719365369230976,-1.132820109994337,3.1439460416649414,3.4163953567713046,2.028741441092224,-0.38079327208712127,1.899616695359634,-0.2611164055357119,-0.7871988627262974,1.2448374134047613,1.2433871335272548,-0.7473668006398786,-0.06379009321094964,1.26389841680295,-0.2334248901073459,4.422951637675407,1.9208436191819644,3.046656193322406,-1.0739737351119736,-0.8022263902469912,0.07103186782365899,-0.015668425083689368
SWE,Sweden,2000,0.7349651518235006,-0.1911998435735005,-1.1817667644924414,-0.21322614613618107,-0.18285399680062084,1.2747148973601432,-1.132820109994337,-0.31868564215350637,-0.2929304033857258,2.0445042470825556,-0.38079327208712127,-0.4640980514343368,-0.2611164055357119,-0.7871988627262974,-0.9746230407285893,-0.9802977373487998,0.5140151771937985,-0.06379009321094964,-0.9037525453476021,-0.2334248901073459,-0.22609336757768847,-0.5247597904995895,-0.3282439722903227,1.2180578254684615,-0.8022263902469912,0.8057262475479634,0.9042005086915078
