country_code,Name,nd_gain_score,co2_emissions_per_capita,coal_electricity_pct,ghg_emissions_per_capita,renewable_electricity_pct,renewable_final_energy_pct,building_energy_codes,carbon_tax_electricity,carbon_tax_industry,carbon_tax_transport,climate_governance,coal_phaseout,congestion_charge,energy_efficiency_mandate,ets_electricity,ets_industry,feed_in_tariff_solar,fossil_extraction_ban,fossil_fuel_subsidy_reform,fossil_heating_phaseout,ice_vehicle_phaseout,ndc,net_zero_target,rdd_renewables,renewables_expansion,log_gdp_pc,log_energy_pc
NZL,New Zealand,1.451839918855375,0.15133605538319322,-0.6222804831261045,1.4195090794877974,1.2182739779561829,0.7186182402401644,1.7411179329858546,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,0.9519531157423434,0.6118649302244398,-0.31617521812450383,-1.254787111365469,0.2999367964394412,0.2905595039229577,-1.2989187580838775,4.582584761203134,0.30901686252608357,-0.6071047276872574,-0.6389861698489856,0.49569669339330413,1.0165913359277416,0.08444319891562559,0.3539656664341139,0.5848825875628465,0.45275572483992343
PER,Peru,-1.4465491189865611,-1.7615705438123959,-1.1703003937859502,-1.856409233653016,-0.952707508762955,0.9665071059401691,-1.1652269660278045,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,-0.6527472240832746,-0.31617521812450383,-1.8134876499711199,-1.4284309202089396,-1.4412807572407078,-1.2989187580838775,-0.21821789023558477,,-0.6071047276872574,-0.6389861698489856,0.35342857478316553,0.06791439447515825,,0.002293137846087285,-1.30767283415172,-1.7998070465712983
PHL,Philippines,-1.8215634885629293,-1.984059148143062,0.6999340179291427,-2.1674169326085813,1.1657387309682679,0.8891777511948088,,,,,,,,,,,,,,,,,,,,-1.736104765259727,-2.0358916494932773
POL,Poland,-0.14704684520510405,0.21081551288453163,1.6105122504595815,0.15580429423111658,0.06024779542369228,-0.4858843180978852,0.5827070567213649,-0.5058100792234641,-0.5054558874745273,1.085108519157409,-0.7955698784699593,-1.1555485686026719,-0.31617521812450383,-1.0017910879084706,0.7874861039775296,0.7995389604423437,-1.2989187580838775,-0.21821789023558477,-1.5691027943234044,-0.6071047276872574,-0.6389861698489856,0.49569669339330413,-1.3371229271128162,-0.4867344113657355,-1.5108834233536856,-0.7026065984197772,-0.27841325313097665
PRT,Portugal,-0.21567576217043447,-0.4630251588024156,0.2889024382367222,-0.5494190961225682,1.3579008161259254,0.5598010113768157,1.7411179329858546,2.0562416409303035,-0.5054558874745273,1.1123671302552498,-0.7955698784699593,0.6814717191375139,-0.31617521812450383,1.6646279135074324,0.7874861039775296,0.7995389604423437,1.0577404211240935,-0.21821789023558477,1.2071657594320198,-0.6071047276872574,-0.6389861698489856,0.49569669339330413,1.0425513748715087,-1.5864828910232667,0.736712516288389,-0.13622185412662452,-0.4382500498610632
RUS,Russian Federation,-0.18013216285664366,0.9213102840046662,-0.009971122939074973,0.8782876233803262,-1.7913403322762302,-1.3423840814002497,0.9158105337305859,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,-1.1555485686026719,-0.31617521812450383,1.1042349811027674,-1.4284309202089396,-1.4412807572407078,-1.2989187580838775,-0.21821789023558477,,-0.6071047276872574,-0.6389861698489856,-2.326446704647313,-1.3371229271128162,,-0.8957142564197254,-0.9290098060746551,0.6503540251535308
SAU,Saudi Arabia,-1.199427486118638,1.8568148701557186,-1.5747567850061204,1.831698797623049,-1.9179290896397214,-2.3168308247571474,-1.2972793880722115,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,1.8203150964028485,-0.31617521812450383,-1.1013190827385995,-1.4284309202089396,-1.4412807572407078,-1.2989187580838775,-0.21821789023558477,,-0.6071047276872574,-0.6389861698489856,-2.372347896351835,-1.3371229271128162,,-1.8412987425024279,0.00936852699974435,1.3581325739284034
SGP,Singapore,0.7590238795513591,0.5166818887624112,-1.4459017270968184,0.3646141234272357,-0.4307495828842969,-2.0572521228983263,,,,,,,,,,,,,,,,,,,,0.9573245419780232,0.8152898001798411
SVK,Slovakia,-0.5242169129629299,-0.04083084499422649,-0.08316751838725071,-0.16887686263301083,-0.41719201764385794,-0.5031837506238708,-1.837228728436657,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,-0.03420301817185989,-0.31617521812450383,1.1042349811027674,0.7874861039775296,0.7995389604423437,0.4260288098041641,-0.21821789023558477,0.9110214657329115,0.7278390311980465,-0.6389861698489856,0.49569669339330413,0.1465652028211607,-0.41471601540023695,-0.35754330006111606,-0.46916476705616283,0.08695143180207703
SVN,Slovenia,0.2934974577261399,0.13374703785360928,0.5216661699486093,0.12875632232764525,-0.9291559141183826,0.25259231402552096,-1.837228728436657,2.078383760506652,2.1198297773850365,1.6995452224303136,-0.7955698784699593,-0.9847125239767625,-0.31617521812450383,,0.7874861039775296,0.7995389604423437,0.09967828720714533,-0.21821789023558477,-0.038954023999416366,-0.6071047276872574,1.7067196968236251,0.49569669339330413,0.04782383936899967,,,-0.09928149867240109,0.16196363842368783
SWE,Sweden,1.2193595802998054,-0.49710428691188185,-1.248379913655086,-0.5492278145439636,0.6548308252589448,1.4317738480290934,-0.2596288366975717,-0.5058100792234641,-0.5054558874745273,1.7752763155839466,0.7423290543258767,0.8534689653007608,3.1965991846950423,-2.201868320826412,0.7874861039775296,0.7995389604423437,-1.1616684686459455,-0.21821789023558477,1.2071657594320198,2.168035117653033,1.4404424385693668,0.49569669339330413,1.4413186654855,1.1840174010716265,-1.649947508889976,0.9526918511470462,0.8069038338162968
TUR,Turkey,-1.0509041625057534,-0.7656608925293727,0.4489661662692721,-0.917162789118319,-0.3555545423685033,-0.12715528889363825,1.0816766126773654,-0.5058100792234641,-0.5054558874745273,-0.7243633339828708,-0.7955698784699593,-1.1555485686026719,-0.31617521812450383,0.028129262991766046,-1.4284309202089396,-1.4412807572407078,1.0376741695787899,-0.21821789023558477,-0.885141513896916,-0.6071047276872574,-0.6389861698489856,-2.380409809966954,-1.3371229271128162,-2.2136954366380484,0.31524998970941825,-0.8530707753991699,-0.9698325196417573
USA,United States,0.9941518669746454,1.748776312901916,0.7839366428243486,1.6448637978692715,-0.13780273158244355,-0.7396279570670856,,,,,,,,,,,,,,,,,,,,1.1112858102995729,1.3630774215366057
VNM,Viet Nam,-1.6321515673364444,-1.612446249551511,0.3241686693275389,-1.5521817252204402,-1.3752933924567354,1.1681753083424435,,,,,,,,,,,,,,,,,,,,-1.8205571314202764,-1.787353660697435
